name,,set,,set_code,,id,,type,,power,,toughness,,loyalty,,manacost,,converted_manacost,,artist,,flavor,,color,,generated_mana,,number,,rarity,,rating,,ruling,,variation,,ability,,pricing_low,,pricing_mid,,pricing_high,,watermark,,print_number,,is_original,,back_id,,number_int,,name_CN,,name_TW,,name_FR,,name_DE,,name_IT,,name_JP,,name_PT,,name_RU,,name_ES,,name_KO,,type_CN,,type_TW,,type_FR,,type_DE,,type_IT,,type_JP,,type_PT,,type_RU,,type_ES,,type_KO,,ability_CN,,ability_TW,,ability_FR,,ability_DE,,ability_IT,,ability_JP,,ability_PT,,ability_RU,,ability_ES,,ability_KO,,flavor_CN,,flavor_TW,,flavor_FR,,flavor_DE,,flavor_IT,,flavor_JP,,flavor_PT,,flavor_RU,,flavor_ES,,flavor_KO,,color_identity,,fully_handled,,custom_sort,,legality_Block,,legality_Standard,,legality_Modern,,legality_Legacy,,legality_Vintage,,legality_Highlander,,legality_French_Commander,,legality_Tiny_Leaders_Commander,,legality_Leviathan_Commander,,legality_Commander,,legality_Peasant,,legality_Pauper
Merfolk Mesmerist,,Magic 2012,,M12,,220106,,Creature — Merfolk Wizard,,1,,2,,,,{1}{U},,2,,Jana Schirmer & Johannes Voss,,"#_""Don't you think if I saw a half-woman, half-fish with three glowing eyes, I'd have remembered?""£—Drugo, town guard_#",,U,,,,66,,C,,3.15,,,,,,"{U}, {T}: Target player puts the top two cards of his or her library into his or her graveyard.",,,,,,,,,,,,,,,,66,,????,,????,,Mesmériste ondine,,Hypnotisierende Meerfrau,,Tritona Mesmerista,,???????????,,Mesmerista Tritão,,???????-?????????,,Tritón hipnótico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mesa Enchantress,,Magic 2012,,M12,,220116,,Creature — Human Druid,,0,,2,,,,{1}{W}{W},,3,,Randy Gallegos,,"#_""Scholars seek to understand the way the world is. I wish to shape the world into what it should be.""_#",,W,,,,25,,R,,3.871,,"£6/8/2016 : Mesa Enchantress’s last ability will resolve before the spell that caused it to trigger.£6/8/2016 : If the enchantment spell is countered, Mesa Enchantress’s last ability still resolves and causes you to draw a card.£6/8/2016 : Enchantments put onto the battlefield without being cast won’t cause Mesa Enchantress’s last ability to trigger.",,,,"Whenever you cast an enchantment spell, you may draw a card.",,,,,,,,,,,,,,,,25,,?????,,?????,,Enchanteresse de la Mesa,,Tafelberg-Zauberin,,Incantatrice della Mesa,,???????,,Encantadora de Meseta,,?????? ?????????,,Encantadora de la meseta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mighty Leap,,Magic 2012,,M12,,241989,,Instant,,,,,,,,{1}{W},,2,,rk post,,"#_""The southern fortress taken by invaders? Heh, sure . . . when elephants fly.""£—Brezard Skeinbow, captain of the guard_#",,W,,,,26,,C,,2.925,,"£4/18/2017 : Giving a creature flying after it’s already been blocked won’t change or undo that block. If you want to affect what can block the creature, you must cast Mighty Leap during the declare attackers step at the latest.",,,,Target creature gets +2/+2 and gains flying until end of turn.,,,,,,,,,,,,,,,,26,,????,,????,,Sacré saut,,Mächtiger Sprung,,Balzo Possente,,?????,,Salto Poderoso,,?????? ??????,,Salto formidable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Control,,Magic 2012,,M12,,238572,,Enchantment — Aura,,,,,,,,{3}{U}{U},,5,,Ryan Pancoast,,"#_""Every primitive mind has a motive. Easy to find, and eminently exploitable.""£—Noyan Dar, Tazeem lullmage_#",,U,,,,67,,U,,3.867,,£8/15/2010 : Gaining control of a creature doesn’t cause you gain control of any Auras or Equipment attached to it.,,,,Enchant creature£You control enchanted creature.,,,,,,,,,,,,,,,,67,,????,,????,,Contrôle mental,,Verstandeskontrolle,,Controllo Mentale,,?????,,Controle da Mente,,???????? ??????,,Control mental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Rot,,Magic 2012,,M12,,234561,,Sorcery,,,,,,,,{2}{B},,3,,Steve Luke,,#_Not every thought is a good one._#,,B,,,,101,,C,,3.48,,,,,,Target player discards two cards.,,,,,,,,,,,,,,,,101,,???,,???,,Pourrissement cérébral,,Gedankenzersetzung,,Cancrena della Mente,,????,,Estiolar a Mente,,??????? ??????,,Podredumbre mental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mind Unbound,,Magic 2012,,M12,,236459,,Enchantment,,,,,,,,{4}{U}{U},,6,,Jason Felix,,#_The creations of the hand are confined by reality. The creations of the mind know no such limits._#,,U,,,,68,,R,,3.528,,£9/22/2011 : The ability is mandatory. You can’t choose to draw fewer cards than the number of lore counters on Mind Unbound.,,,,"At the beginning of your upkeep, put a lore counter on Mind Unbound, then draw a card for each lore counter on Mind Unbound.",,,,,,,,,,,,,,,,68,,????,,????,,Esprit libéré,,Ungebundene Gedanken,,Mente Sconfinata,,???????,,Liberação da Mente,,?????????????? ?????,,Mente liberada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Monomania,,Magic 2012,,M12,,220143,,Sorcery,,,,,,,,{3}{B}{B},,5,,James Ryman,,"#_""What do vermin cling to when all hope is lost?""£—Sorin Markov_#",,B,,,,102,,R,,2.782,,"£9/22/2011 : If there are one or zero cards in the player’s hand, he or she will discard no cards.",,,,Target player chooses a card in his or her hand and discards the rest.,,,,,,,,,,,,,,,,102,,???,,???,,Monomanie,,Monomanie,,Monomania,,??,,Monomania,,?????????,,Monomanía,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Mountain,,Magic 2012,,M12,,244330,,Basic Land — Mountain,,,,,,,,,,0,,Karl Kopinski,,,,L,,{R},,243,,C,,4.214,,,,4,,{R},,,,,,,,,,,,,,,,243,,??,,??,,Montagne,,Gebirge,,Montagna,,?,,Montanha,,????,,Montaña,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Naturalize,,Magic 2012,,M12,,221894,,Instant,,,,,,,,{1}{G},,2,,Tim Hildebrandt,,"#_""When your cities and trinkets crumble, only nature will remain.""£—Garruk Wildspeaker_#",,G,,,,185,,C,,4.264,,,,,,Destroy target artifact or enchantment.,,,,,,,,,,,,,,,,185,,????,,????,,Naturalisation,,Naturalisieren,,Ritorno alla Natura,,??,,Naturalizar,,??????????,,Naturalizar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Negate,,Magic 2012,,M12,,230757,,Instant,,,,,,,,{1}{U},,2,,Jeremy Jarvis,,#_Masters of the arcane savor a delicious irony. Their study of deep and complex arcana leads to such a simple end: the ability to say merely yes or no._#,,U,,,,69,,C,,4.349,,"£10/1/2009 : A “creature spell” is any spell with the type creature, even if it has other types such as artifact or enchantment. Older cards of type summon are also creature spells.",,,,Counter target noncreature spell.,,,,,,,,,,,,,,,,69,,??,,??,,Négation,,Negieren,,Negare,,??,,Negar,,??????????,,Negar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Oblivion Ring,,Magic 2012,,M12,,234567,,Enchantment,,,,,,,,{2}{W},,3,,Franz Vohwinkel,,,,W,,,,27,,U,,4.334,,"£10/1/2007 : If Oblivion Ring leaves the battlefield before its first ability has resolved, its second ability will trigger and do nothing. Then its first ability will resolve and exile the targeted nonland permanent forever.£10/1/2007 : If there are no nonland permanents on the battlefield other than an Oblivion Ring, and the card it exiled was another Oblivion Ring, casting a third Oblivion Ring will result in an involuntary infinite loop that will end the game in a draw (unless someone chooses to break it by putting another nonland permanent onto the battlefield or destroying one of the Oblivion Rings, for example).£10/1/2008 : If the exiled card is an Aura, that card’s owner chooses what it will enchant as it comes back onto the battlefield. An Aura put onto the battlefield this way doesn’t target anything, but the Aura’s enchant ability restricts what it can be attached to. If the Aura can’t legally be attached to anything, it remains exiled forever.£7/1/2012 : Auras attached to the exiled permanent will be put into their owners’ graveyards. Equipment attached to the exiled permanent will become unattached and remain on the battlefield. Any counters on the exiled permanent will cease to exist.",,,,"When Oblivion Ring enters the battlefield, exile another target nonland permanent.£When Oblivion Ring leaves the battlefield, return the exiled card to the battlefield under its owner's control.",,,,,,,,,,,,,,,,27,,???,,???,,Cercle de l'oubli,,Vergessenheitsring,,Anello dell'Oblio,,????,,Anel do Esquecimento,,?????? ????????,,Anillo del olvido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Onyx Mage,,Magic 2012,,M12,,220072,,Creature — Human Wizard,,2,,1,,,,{1}{B},,2,,Izzy,,"#_""We wield death and darkness, powers that make lesser mages tremble in fear.""£—Onyx creed_#",,B,,,,103,,U,,3.922,,£9/22/2011 : Multiple instances of deathtouch on the same creature provide no additional benefit. A creature dealt damage by a creature with multiple instances of deathtouch is destroyed only once.,,,,{1}{B}: Target creature you control gains deathtouch until end of turn. #_(Any amount of damage it deals to a creature is enough to destroy it.)_#,,,,,,,,,,,,,,,,103,,????,,????,,Mage de l'onyx,,Onyxmagier,,Mago d'Onice,,???????,,Mago Ônix,,????????? ???,,Mago de ónix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Overrun,,Magic 2012,,M12,,238574,,Sorcery,,,,,,,,{2}{G}{G}{G},,5,,Carl Critchlow,,,,G,,,,186,,U,,4.106,,£10/1/2009 : Overrun affects only creatures you control at the time it resolves. It won’t affect creatures that come under your control later in the turn.,,,,Creatures you control get +3/+3 and gain trample until end of turn.,,,,,,,,,,,,,,,,186,,??,,??,,Envahissement,,Überrennen,,Sopraffare,,?????,,Ultrapassar,,?????,,Sobrepasar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacifism,,Magic 2012,,M12,,228956,,Enchantment — Aura,,,,,,,,{1}{W},,2,,Robert Bliss,,"#_For the first time in his life, Grakk felt a little warm and fuzzy inside._#",,W,,,,28,,C,,4.125,,,,,,Enchant creature£Enchanted creature can't attack or block.,,,,,,,,,,,,,,,,28,,????,,????,,Pacifisme,,Pazifismus,,Pacifismo,,????,,Pacifismo,,????????,,Pacifismo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Pentavus,,Magic 2012,,M12,,244251,,Artifact Creature — Construct,,0,,0,,,,{7},,7,,Greg Staples,,,,A,,,,213,,R,,4.253,,"£9/22/2011 : You can remove any +1/+1 counter on Pentavus to activate its first activated ability, not just ones created by Pentavus’s other abilities.£9/22/2011 : You can sacrifice any Pentavite creature you control (such as an Adaptive Automaton with Pentavite as its chosen type) to activate Pentavus’s second activated ability, not just ones created by Pentavus’s other abilities.",,,,"Pentavus enters the battlefield with five +1/+1 counters on it.£{1}, Remove a +1/+1 counter from Pentavus: Create a 1/1 colorless Pentavite artifact creature token with flying.£{1}, Sacrifice a Pentavite: Put a +1/+1 counter on Pentavus.",,,,,,,,,,,,,,,,213,,???,,???,,Pentavus,,Pentavus,,Pentavo,,?????,,Pentavus,,????????,,Péntavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Peregrine Griffin,,Magic 2012,,M12,,238327,,Creature — Griffin,,2,,4,,,,{4}{W},,5,,Steve Prescott,,#_A griffin is not just an eagle's wings and a lion's claws. It is also the fiercest of hearts._#,,W,,,,29,,C,,2.305,,,,,,Flying£First strike #_(This creature deals combat damage before creatures without first strike.)_#,,,,,,,,,,,,,,,,29,,????,,????,,Griffon pèlerin,,Wandergreif,,Grifone Pellegrino,,????????,,Grifo Peregrino,,??????-??????,,Grifo peregrino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Personal Sanctuary,,Magic 2012,,M12,,220235,,Enchantment,,,,,,,,{2}{W},,3,,Howard Lyon,,"#_""There is a place deep within my soul where no foe can intrude and no tyrant can conquer.""£—Sarlena, paladin of the Northern Verge_#",,W,,,,30,,R,,3.28,,,,,,"During your turn, prevent all damage that would be dealt to you.",,,,,,,,,,,,,,,,30,,????,,????,,Sanctuaire privé,,Persönliches Heiligtum,,Santuario Personale,,?????,,Santuário Pessoal,,?????? ???????,,Santuario personal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantasmal Bear,,Magic 2012,,M12,,220251,,Creature — Bear Illusion,,2,,2,,,,{U},,1,,Ryan Yee,,"#_""You know it to be false, but when its claws find you, what you know won't matter much at all.""£—Pol Jamaar, illusionist_#",,U,,,,70,,C,,4.175,,,,,,"When Phantasmal Bear becomes the target of a spell or ability, sacrifice it.",,,,,,,,,,,,,,,,70,,???,,???,,Ours phantasmatique,,Traumbär,,Orso Fantasma,,????,,Urso Fantasmal,,?????????? ???????,,Oso fantasmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantasmal Dragon,,Magic 2012,,M12,,220068,,Creature — Dragon Illusion,,5,,5,,,,{2}{U}{U},,4,,Wayne Reynolds,,#_Its hunger and ire are no less for being wrought of lies and mist._#,,U,,,,71,,U,,3.951,,,,,,"Flying£When Phantasmal Dragon becomes the target of a spell or ability, sacrifice it.",,,,,,,,,,,,,,,,71,,????,,????,,Dragon phantasmatique,,Traumdrache,,Drago Fantasma,,???????,,Dragão Fantasmal,,?????????? ??????,,Dragón fantasmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Phantasmal Image,,Magic 2012,,M12,,220099,,Creature — Illusion,,0,,0,,,,{1}{U},,2,,Nils Hamm,,,,U,,,,72,,R,,4.315,,"£3/14/2017 : Phantasmal Image copies exactly what was printed on the original creature (unless that creature is copying something else or is a token; see below) and it gains the Illusion creature type and the triggered ability. It doesn’t copy whether that creature is tapped or untapped, whether it has any counters on it or Auras attached to it, or any non-copy effects that have changed its power, toughness, types, color, or so on.£3/14/2017 : The Illusion creature type and the triggered ability that Phantasmal Image gains as part of its copy effect are both copiable values that other effects may copy.£3/14/2017 : If the chosen creature has {X} in its mana cost, X is considered to be 0.£3/14/2017 : If the chosen creature is copying something else (for example, if the chosen creature is another Phantasmal Image), then Phantasmal Image enters the battlefield as whatever the chosen creature copied.£3/14/2017 : If the chosen creature is a token, Phantasmal Image copies the original characteristics of that token as stated by the effect that created the token. Phantasmal Image is not a token in this case.£3/14/2017 : Any enters-the-battlefield abilities of the copied creature will trigger when Phantasmal Image enters the battlefield. Any “as [this creature] enters the battlefield” or “[this creature] enters the battlefield with” abilities of the chosen creature will also work.£3/14/2017 : If Phantasmal Image somehow enters the battlefield at the same time as another creature, Phantasmal Image can’t become a copy of that creature. You may only choose a creature that’s already on the battlefield.",,,,"You may have Phantasmal Image enter the battlefield as a copy of any creature on the battlefield, except it's an Illusion in addition to its other types and it gains ""When this creature becomes the target of a spell or ability, sacrifice it.""",,,,,,,,,,,,,,,,72,,????,,????,,Image phantasmatique,,Traumbild,,Immagine Fantasma,,????,,Imagem Fantasmal,,?????????? ?????,,Imagen fantasmal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Plains,,Magic 2012,,M12,,244331,,Basic Land — Plains,,,,,,,,,,0,,D. J. Cleland-Hura,,,,L,,{W},,231,,C,,3.417,,,,3,,{W},,,,,,,,,,,,,,,,231,,??,,??,,Plaine,,Ebene,,Pianura,,??,,Planície,,???????,,Llanura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Plummet,,Magic 2012,,M12,,233235,,Instant,,,,,,,,{1}{G},,2,,Pete Venters,,"#_""Let nothing own the skies but the wind.""£—Dejara, Giltwood druid_#",,G,,,,187,,C,,3.425,,,,,,Destroy target creature with flying.,,,,,,,,,,,,,,,,187,,????,,????,,Tomber à pic,,Absturz,,Cadere a Picco,,????,,Tombar,,????????????? ???????,,En picado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Ponder,,Magic 2012,,M12,,244313,,Sorcery,,,,,,,,{U},,1,,Dan Scott,,#_Tomorrow belongs to those who prepare for it today._#,,U,,,,73,,C,,4.565,,"£10/1/2007 : If you choose to shuffle your library, that includes the three cards you just looked at and put back on top of it.",,,,"Look at the top three cards of your library, then put them back in any order. You may shuffle your library.£Draw a card.",,,,,,,,,,,,,,,,73,,??,,??,,Contemplation,,In Betracht ziehen,,Ponderare,,??,,Ponderar,,???????????,,Reflexionar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Pride Guardian,,Magic 2012,,M12,,220073,,Creature — Cat Monk,,0,,3,,,,{W},,1,,Chris Rahn,,"#_""Any hotheaded cub can raise a sword in anger.""_#",,W,,,,31,,C,,3.107,,"£9/22/2011 : If Pride Guardian gains the ability to block additional creatures and does so, you’ll still gain only 3 life.",,,,"Defender£Whenever Pride Guardian blocks, you gain 3 life.",,,,,,,,,,,,,,,,31,,?????,,?????,,Gardien de la bande,,Rudelwache,,Guardiano del Branco,,?????,,Guardião do Bando,,????? ??????,,Guardián de la manada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Primeval Titan,,Magic 2012,,M12,,241832,,Creature — Giant,,6,,6,,,,{4}{G}{G},,6,,Aleksi Briclot,,"#_When nature calls, run._#",,G,,,,188,,M,,4.282,,"£8/15/2010 : You may find any land cards, not just basic land cards.",,,,"Trample£Whenever Primeval Titan enters the battlefield or attacks, you may search your library for up to two land cards, put them onto the battlefield tapped, then shuffle your library.",,,,,,,,,,,,,,,,188,,????,,????,,Titan primitif,,Urtümlicher Titan,,Titano Primitivo,,???????,,Titã Primordial,,??????????? ?????,,Titán primigenio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Primordial Hydra,,Magic 2012,,M12,,220172,,Creature — Hydra,,0,,0,,,,{X}{G}{G},,2,,Aleksi Briclot,,,,G,,,,189,,M,,3.939,,"£9/22/2011 : Consider only the number of +1/+1 counters on Primordial Hydra when determining if it has trample, not its power and toughness. For example, a Primordial Hydra with six +1/+1 counters on it that’s been the target of Titanic Growth (giving it +4/+4) would not have trample.",,,,"Primordial Hydra enters the battlefield with X +1/+1 counters on it.£At the beginning of your upkeep, double the number of +1/+1 counters on Primordial Hydra.£Primordial Hydra has trample as long as it has ten or more +1/+1 counters on it.",,,,,,,,,,,,,,,,189,,?????,,?????,,Hydre primordiale,,Uralte Hydra,,Idra Primordiale,,???????,,Hidra Primordial,,??????????? ?????,,Hidra primordial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Quicksilver Amulet,,Magic 2012,,M12,,237006,,Artifact,,,,,,,,{4},,4,,Brad Rigney,,#_Those who examine the amulet too closely have been known to become part of its ornate carvings._#,,A,,,,214,,R,,4.295,,"£10/4/2004 : Any ‘X’ in the creature’s cost is treated as zero.£5/1/2007 : Putting the card onto the battlefield is optional. When the ability resolves, you can choose not to.£4/1/2008 : A “creature card” is any card with the type creature, even if it has other types such as artifact, enchantment, or land. Older cards of type summon are also creature cards.£9/22/2011 : You don’t pay any costs of that creature card, including additional costs.",,,,"{4}, {T}: You may put a creature card from your hand onto the battlefield.",,,,,,,,,,,,,,,,214,,?????,,?????,,Amulette de vif-argent,,Quecksilberamulett,,Amuleto di Mercurio,,?????,,Amuleto de Prata Fluida,,?????? ?????? ???????,,Amuleto de mercurio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Rampant Growth,,Magic 2012,,M12,,233231,,Sorcery,,,,,,,,{1}{G},,2,,Steven Belledin,,#_Nature grows solutions to its problems._#,,G,,,,190,,C,,4.011,,"£10/4/2004 : The land does not count toward your one per turn limit because it was put onto the battlefield by an effect.£10/4/2004 : Because the “search” requires you to find a card with certain characteristics, you don’t have to find the card if you don’t want to.",,,,Search your library for a basic land card and put that card onto the battlefield tapped. Then shuffle your library.,,,,,,,,,,,,,,,,190,,??,,??,,Croissance luxuriante,,Wucherndes Wachstum,,Crescita Inarrestabile,,?????,,Crescimento Exuberante,,?????? ????,,Crecimiento exuberante,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Reassembling Skeleton,,Magic 2012,,M12,,226565,,Creature — Skeleton Warrior,,1,,1,,,,{1}{B},,2,,Austin Hsu,,"#_""They may show up with the wrong thigh bone or mandible, but they always show up.""£—Zul Ashur, lich lord_#",,B,,,,104,,U,,3.939,,,,,,{1}{B}: Return Reassembling Skeleton from your graveyard to the battlefield tapped.,,,,,,,,,,,,,,,,104,,?????,,?????,,Squelette réassemblable,,Wieder aufstehendes Skelett,,Scheletro Riassemblato,,???????,,Esqueleto Remontado,,???????????????? ??????,,Esqueleto reconstruyéndose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Reclaim,,Magic 2012,,M12,,226903,,Instant,,,,,,,,{G},,1,,Andrew Robinson,,#_The wise pay as much attention to what they throw away as to what they keep._#,,G,,,,191,,C,,3.454,,,,,,Put target card from your graveyard on top of your library.,,,,,,,,,,,,,,,,191,,???,,???,,Récupération,,Neuer Anspruch,,Riciclare,,??,,Restituir,,?????????????,,Recobrar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,G,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Redirect,,Magic 2012,,M12,,221484,,Instant,,,,,,,,{U}{U},,2,,Izzy,,"#_""It's actually quite simple, but since you've only recently begun to walk upright, it may take some time to explain.""£—Jace Beleren, to Garruk Wildspeaker_#",,U,,,,74,,R,,3.901,,"£8/15/2010 : You may change any number of the targets, including all of them or none of them. If, for one of the targets, you can’t choose a new legal target, then it remains unchanged (even if the current target is illegal).£8/15/2010 : If the targeted spell is modal (that is, it says “Choose one —” or the like), you can’t choose a different mode.£8/15/2010 : If you cast Redirect targeting a spell that targets a spell on the stack (like Cancel does, for example), you can’t change that spell’s target to itself. You can, however, change that spell’s target to Redirect. If you do, that spell will be countered when it tries to resolve because Redirect will have left the stack by then.£8/15/2010 : Redirect can target any spell, not just an instant or sorcery spell. For example, you could use it to change the target of an Aura spell. However, if the targeted spell has no targets (for example, if it’s an instant or sorcery spell that doesn’t specifically use the word “target,” or if it’s a creature spell), Redirect won’t have any effect on it.",,,,You may choose new targets for target spell.,,,,,,,,,,,,,,,,74,,??,,??,,Redirection,,Umlenken,,Dirottare,,????,,Defletir,,???????????????,,Redireccionar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
Reverberate,,Magic 2012,,M12,,233722,,Instant,,,,,,,,{R}{R},,2,,jD,,"#_For every action, there is a swifter and more violent reaction._#",,R,,,,152,,R,,3.652,,"£8/15/2010 : Reverberate can target (and copy) any instant or sorcery spell, not just one with targets. It doesn’t matter who controls it.£8/15/2010 : When Reverberate resolves, it creates a copy of a spell. You control the copy. That copy is created on the stack, so it’s not “cast.” Abilities that trigger when a player casts a spell won’t trigger. The copy will then resolve like a normal spell, after players get a chance to cast spells and activate abilities.£8/15/2010 : The copy will have the same targets as the spell it’s copying unless you choose new ones. You may change any number of the targets, including all of them or none of them. If, for one of the targets, you can’t choose a new legal target, then it remains unchanged (even if the current target is illegal).£8/15/2010 : If the spell Reverberate copies is modal (that is, it says “Choose one —” or the like), the copy will have the same mode. You can’t choose a different one.£8/15/2010 : If the spell Reverberate copies has an X whose value was determined as it was cast (like Earthquake does), the copy has the same value of X.£8/15/2010 : You can’t choose to pay any additional costs for the copy. However, effects based on any additional costs that were paid for the original spell are copied as though those same costs were paid for the copy too. For example, if a player sacrifices a 3/3 creature to cast Fling, and you copy it with Reverberate, the copy of Fling will also deal 3 damage to its target.£8/15/2010 : If the copy says that it affects “you,” it affects the controller of the copy, not the controller of the original spell. Similarly, if the copy says that it affects an “opponent,” it affects an opponent of the copy’s controller, not an opponent of the original spell’s controller.",,,,Copy target instant or sorcery spell. You may choose new targets for the copy.,,,,,,,,,,,,,,,,152,,????,,????,,Réverbérer,,Nachhallen,,Riverberare,,??,,Reverberar,,????????????,,Reverberar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,
